,Applicant_ID,Owned_Car,Owned_Realty,Total_Children,Total_Income,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
5939,5041544,1,1,0,180000,1,0,0,0,2,27,8,0,21,1
5940,5041545,1,1,0,180000,1,0,0,0,2,27,8,0,31,1
5941,5041546,1,1,0,180000,1,0,0,0,2,27,8,0,35,1
5942,5041547,1,1,0,180000,1,0,0,0,2,27,8,0,21,1
5943,5041548,1,1,0,247500,1,1,0,0,2,33,7,0,13,1
5944,5041549,1,1,0,247500,1,1,0,0,2,33,7,0,12,1
5945,5041550,1,1,0,247500,1,1,0,0,2,33,7,0,27,1
5946,5041570,1,1,1,202500,1,1,1,0,3,53,2,0,41,1
5947,5041571,1,1,1,202500,1,1,1,0,3,53,2,0,41,1
5948,5041572,1,1,1,202500,1,1,1,0,3,53,2,0,41,1
5949,5041573,1,1,1,202500,1,1,1,0,3,53,2,0,31,1
5950,5041574,1,1,1,202500,1,1,1,0,3,53,2,0,20,1
5951,5041581,0,1,1,270000,1,1,1,0,3,53,4,2,38,1
5952,5041582,0,1,1,270000,1,1,1,0,3,53,4,0,58,1
5953,5041583,0,1,1,270000,1,1,1,0,3,53,4,2,46,1
5954,5041602,0,1,0,67500,1,0,1,0,2,32,9,0,38,1
5955,5041603,1,1,0,270000,1,0,0,0,2,34,5,0,44,1
5956,5041604,1,1,0,270000,1,0,0,0,2,34,5,0,44,1
5957,5041605,1,1,0,270000,1,0,0,0,2,34,5,0,54,1
5958,5041606,1,1,0,270000,1,0,0,0,2,34,5,0,44,1
5959,5041607,1,1,0,270000,1,0,0,0,2,34,5,0,24,1
5960,5041608,1,1,0,270000,1,0,0,0,2,34,5,0,35,1
5961,5041609,1,1,0,270000,1,0,0,0,2,34,5,0,44,1
5962,5041610,1,1,0,270000,1,0,0,0,2,34,5,5,39,1
5963,5041611,1,1,0,270000,1,0,0,0,2,34,5,0,36,1
5964,5041616,1,1,1,180000,1,0,0,0,3,43,8,0,4,1
5965,5041617,1,1,1,180000,1,0,0,0,3,43,8,0,12,1
5966,5041618,1,1,1,180000,1,0,0,0,3,43,8,0,3,1
5967,5041620,0,1,0,292500,1,0,1,0,1,28,4,0,29,1
5968,5041621,0,1,0,292500,1,0,1,0,1,28,4,0,9,1
5969,5041622,0,1,0,292500,1,0,1,0,1,28,4,0,31,1
5970,5041623,0,1,0,292500,1,0,1,0,1,28,4,0,17,1
5971,5041624,0,1,0,292500,1,0,1,0,1,28,4,0,30,1
5972,5041625,0,1,0,292500,1,0,1,0,1,28,4,0,28,1
5973,5041626,0,1,0,292500,1,0,1,0,1,28,4,0,29,1
5974,5041627,0,1,0,292500,1,0,1,0,1,28,4,0,8,1
5975,5041628,1,1,0,234000,1,0,0,0,2,43,9,0,29,1
5976,5041629,1,1,0,234000,1,0,0,0,2,43,9,0,52,1
5977,5041630,1,1,0,234000,1,0,0,0,2,43,9,0,29,1
5978,5041632,1,1,0,234000,1,0,0,0,2,43,9,0,40,1
5979,5041633,1,1,0,234000,1,0,0,0,2,43,9,0,38,1
5980,5041634,1,1,0,234000,1,0,0,0,2,43,9,0,11,1
5981,5041635,1,1,0,234000,1,0,0,0,2,43,9,0,7,1
5982,5041641,1,1,1,270000,1,0,1,0,3,39,5,0,14,1
5983,5041642,1,1,1,270000,1,0,1,0,3,39,5,0,19,1
5984,5041643,1,1,1,270000,1,0,1,0,3,39,5,0,17,1
5985,5041644,1,1,1,270000,1,0,1,0,3,39,5,0,6,1
5986,5041645,1,1,1,270000,1,0,1,0,3,39,5,0,9,1
5987,5041646,1,1,1,270000,1,0,1,0,3,39,5,0,14,1
5988,5041647,1,1,1,270000,1,0,1,0,3,39,5,0,19,1
5989,5041648,1,1,1,270000,1,0,1,0,3,39,5,0,18,1
5990,5041649,1,1,1,270000,1,0,1,0,3,39,5,0,10,1
5991,5041650,1,1,1,270000,1,0,1,0,3,39,5,0,9,1
5992,5041653,1,1,2,135000,1,0,0,0,4,33,8,0,37,1
5993,5041654,0,1,0,99000,1,0,1,0,2,55,1,0,14,1
5994,5041655,0,1,0,99000,1,0,1,0,2,55,1,0,33,1
5995,5041661,1,1,1,333000,1,0,0,0,3,32,5,0,6,1
5996,5041662,1,1,1,333000,1,0,0,0,3,32,5,1,53,1
5997,5041663,1,1,1,333000,1,0,0,0,3,32,5,0,13,1
5998,5041664,1,1,1,333000,1,0,0,0,3,32,5,0,22,1
5999,5041665,1,1,1,333000,1,0,0,0,3,32,5,0,47,1
6000,5041666,1,1,1,333000,1,0,0,0,3,32,5,0,40,1
6001,5041668,1,1,1,333000,1,0,0,0,3,32,5,0,6,1
6002,5041669,1,1,1,333000,1,0,0,0,3,32,5,0,6,1
6003,5041670,1,1,1,333000,1,0,0,0,3,32,5,0,6,1
6004,5041672,1,1,1,333000,1,0,0,0,3,32,5,0,22,1
6005,5041674,1,1,1,333000,1,0,0,0,3,32,5,2,37,1
6006,5041675,1,1,1,333000,1,0,0,0,3,32,5,0,30,1
6007,5041676,1,1,1,333000,1,0,0,0,3,32,5,0,30,1
6008,5041677,1,1,1,333000,1,0,0,0,3,32,5,0,6,1
6009,5041678,1,1,1,333000,1,0,0,0,3,32,5,0,6,1
6010,5041689,0,1,0,315000,1,0,0,0,1,29,3,0,9,1
6011,5041690,0,1,0,315000,1,0,0,0,1,29,3,0,6,1
6012,5041691,0,1,1,135000,1,0,0,0,3,39,5,0,11,1
6013,5041692,0,1,1,135000,1,0,0,0,3,39,5,0,9,1
6014,5041693,0,1,1,135000,1,0,0,0,3,39,5,0,10,1
6015,5041695,1,0,0,342000,1,0,0,0,1,34,11,0,22,1
6016,5041697,1,0,0,342000,1,0,0,0,1,34,11,0,31,1
6017,5041699,1,0,0,342000,1,0,0,0,1,34,11,0,21,1
6018,5041702,1,0,0,342000,1,0,0,0,1,34,11,0,22,1
6019,5041703,1,0,0,342000,1,0,0,0,1,34,11,0,26,1
6020,5041704,1,0,0,342000,1,0,0,0,1,34,11,0,7,1
6021,5041708,1,1,3,180000,1,1,1,0,5,39,3,0,24,1
6022,5041709,1,1,3,180000,1,1,1,0,5,39,3,0,24,1
6023,5041710,1,1,3,180000,1,1,1,0,5,39,3,0,2,1
6024,5041711,1,1,3,180000,1,1,1,0,5,39,3,1,25,1
6025,5041712,1,1,3,180000,1,1,1,0,5,39,3,1,24,1
6026,5041713,1,1,3,180000,1,1,1,0,5,39,3,0,24,1
6027,5041714,1,1,3,180000,1,1,1,0,5,39,3,0,24,1
6028,5041715,1,1,3,180000,1,1,1,0,5,39,3,0,14,1
6029,5041716,0,1,0,315000,1,0,0,0,2,37,3,0,3,1
6030,5041717,0,1,0,315000,1,0,0,0,2,37,3,2,41,1
6031,5041718,0,1,0,202500,1,0,1,0,2,31,2,0,23,1
6032,5041719,0,1,0,202500,1,0,1,0,2,31,2,2,10,1
6033,5041720,0,1,0,202500,1,0,1,0,2,31,2,2,10,1
6034,5041721,0,1,0,202500,1,0,1,0,2,31,2,2,10,1
6035,5041722,1,1,0,225000,1,0,0,0,2,48,16,0,47,1
6036,5041723,1,1,0,225000,1,0,0,0,2,48,16,0,43,1
6037,5041724,1,1,0,225000,1,0,0,0,2,48,16,0,19,1
6038,5041725,1,1,0,81000,1,1,0,0,2,37,3,0,11,1
6039,5041726,1,1,0,81000,1,1,0,0,2,37,3,0,25,1
6040,5041727,1,1,0,81000,1,1,0,0,2,37,3,0,13,1
6041,5041728,1,1,0,81000,1,1,0,0,2,37,3,0,23,1
6042,5041729,1,1,0,81000,1,1,0,0,2,37,3,0,11,1
6043,5041733,0,1,1,157500,1,0,0,0,3,35,2,0,3,1
6044,5041734,0,1,1,157500,1,0,0,0,3,35,2,0,26,1
6045,5041735,0,1,1,157500,1,0,0,0,3,35,2,0,12,1
6046,5041736,0,1,1,157500,1,0,0,0,3,35,2,0,9,1
6047,5041737,0,1,1,157500,1,0,0,0,3,35,2,0,9,1
6048,5041738,0,1,1,157500,1,0,0,0,3,35,2,0,40,1
6049,5041739,0,1,1,157500,1,0,0,0,3,35,2,0,38,1
6050,5041740,0,1,1,157500,1,0,0,0,3,35,2,0,25,1
6051,5041741,0,1,1,157500,1,0,0,0,3,35,2,0,13,1
6052,5041742,0,1,1,157500,1,0,0,0,3,35,2,0,6,1
6053,5041750,0,1,0,270000,1,0,1,0,1,55,11,0,12,1
6054,5041753,0,1,0,157500,1,0,1,0,2,42,11,0,15,1
6055,5041754,0,1,0,157500,1,0,1,0,2,42,11,0,15,1
6056,5041755,0,1,0,157500,1,0,1,0,2,42,11,0,30,1
6057,5041757,0,1,0,157500,1,0,1,0,2,42,11,0,15,1
6058,5041758,0,1,0,157500,1,0,1,0,2,42,11,0,15,1
6059,5041759,0,1,0,157500,1,0,1,0,2,42,11,0,15,1
6060,5041760,0,1,0,157500,1,0,1,0,2,42,11,0,30,1
6061,5041761,0,1,0,157500,1,0,1,0,2,42,11,0,15,1
6062,5041762,0,1,0,157500,1,0,1,0,2,42,11,0,14,1
6063,5041769,1,0,0,315000,1,1,0,0,2,50,28,0,11,1
6064,5041770,1,0,0,315000,1,1,0,0,2,50,28,0,11,1
6065,5041773,1,0,3,135000,1,1,1,0,5,38,13,0,18,1
6066,5041775,1,0,3,135000,1,1,1,0,5,38,13,0,18,1
6067,5041776,1,0,3,135000,1,1,1,0,5,38,13,0,18,1
6068,5041777,1,0,3,135000,1,1,1,0,5,38,13,0,6,1
6069,5041778,1,0,3,135000,1,1,1,0,5,38,13,0,12,1
6070,5041779,1,0,3,135000,1,1,1,0,5,38,13,0,11,1
6071,5041786,0,0,0,67500,1,0,0,0,2,35,2,0,32,1
6072,5041787,1,0,0,99000,1,1,0,0,2,58,4,0,13,1
6073,5041788,1,0,0,99000,1,1,0,0,2,58,4,0,12,1
6074,5041789,1,0,0,99000,1,1,0,0,2,58,4,0,12,1
6075,5041790,0,0,0,225000,1,1,0,0,2,28,1,0,19,1
6076,5041791,0,0,0,225000,1,1,0,0,2,28,1,0,35,1
6077,5041792,0,0,0,225000,1,1,0,0,2,28,1,0,35,1
6078,5041793,0,0,0,225000,1,1,0,0,2,28,1,0,35,1
6079,5041794,0,0,0,225000,1,1,0,0,2,28,1,0,35,1
6080,5041797,0,0,0,211500,1,0,0,0,2,44,1,0,30,1
6081,5041798,0,0,0,211500,1,0,0,0,2,44,1,0,36,1
6082,5041799,0,0,0,211500,1,0,0,0,2,44,1,0,17,1
6083,5041802,0,0,0,90000,1,0,1,0,2,45,11,0,7,1
6084,5041803,0,0,0,90000,1,0,1,0,2,45,11,0,18,1
6085,5041806,0,0,0,90000,1,0,1,0,2,45,11,0,14,1
6086,5041807,0,0,0,90000,1,0,1,0,2,45,11,0,31,1
6087,5041808,0,0,0,90000,1,0,1,0,2,45,11,0,7,1
6088,5041809,0,0,0,90000,1,0,1,0,2,45,11,0,16,1
6089,5041810,0,0,0,90000,1,0,1,0,2,45,11,0,12,1
6090,5041811,0,0,0,90000,1,0,1,0,2,45,11,0,7,1
6091,5041812,0,0,1,112500,1,1,0,0,2,41,8,0,27,1
6092,5041813,0,0,1,112500,1,1,0,0,2,41,8,0,27,1
6093,5041814,0,0,1,112500,1,1,0,0,2,41,8,0,27,1
6094,5041815,0,0,1,112500,1,1,0,0,2,41,8,0,37,1
6095,5041816,1,0,0,112500,1,0,1,0,2,48,3,0,17,1
6096,5041817,1,0,0,112500,1,0,1,0,2,48,3,0,17,1
6097,5041818,1,0,0,112500,1,0,1,0,2,48,3,0,3,1
6098,5041819,1,0,0,112500,1,0,1,0,2,48,3,0,13,1
6099,5041820,1,0,0,112500,1,0,1,0,2,48,3,0,3,1
6100,5041824,1,0,0,112500,1,0,1,0,2,48,3,0,16,1
6101,5041825,1,0,0,112500,1,0,1,0,2,48,3,0,35,1
6102,5041826,1,0,0,112500,1,0,1,0,2,48,3,0,26,1
6103,5041827,1,0,0,112500,1,0,1,0,2,48,3,0,16,1
6104,5041828,1,0,0,112500,1,0,1,0,2,48,3,0,10,1
6105,5041830,1,0,0,112500,1,0,1,0,2,48,3,0,35,1
6106,5041831,1,0,0,112500,1,0,1,0,2,48,3,0,16,1
6107,5041832,1,0,0,112500,1,0,1,0,2,48,3,0,16,1
6108,5041833,1,0,0,112500,1,0,1,0,2,48,3,0,7,1
6109,5041869,1,0,0,99000,1,1,1,0,2,54,2,1,3,1
6110,5041884,0,0,0,180000,1,0,0,0,2,33,9,0,52,1
6111,5041885,0,0,1,112500,1,1,1,0,2,28,8,0,50,1
6112,5041886,0,0,1,112500,1,1,1,0,2,28,8,0,4,1
6113,5041894,0,0,0,135000,1,1,1,0,2,44,5,0,26,1
6114,5041895,0,0,0,135000,1,1,1,0,2,44,5,0,3,1
6115,5041896,0,0,0,135000,1,1,1,0,2,44,5,0,18,1
6116,5041898,0,0,0,135000,1,1,1,0,2,44,5,0,26,1
6117,5041899,0,0,0,135000,1,1,1,0,2,44,5,0,37,1
6118,5041900,0,0,0,135000,1,1,1,0,2,44,5,0,26,1
6119,5041901,0,0,0,135000,1,1,1,0,2,44,5,0,11,1
6120,5041902,0,0,0,135000,1,1,1,0,2,44,5,0,3,1
6121,5041903,0,0,0,135000,1,1,1,0,2,44,5,0,7,1
6122,5041904,0,0,0,135000,1,1,1,0,2,44,5,0,11,1
6123,5041905,0,0,0,135000,1,1,1,0,2,44,5,0,26,1
6124,5041906,0,0,0,135000,1,1,1,0,2,44,5,0,26,1
6125,5041907,0,0,0,135000,1,1,1,0,2,44,5,0,3,1
6126,5041908,0,0,0,202500,1,0,1,0,2,53,2,0,38,1
6127,5041909,0,0,0,202500,1,0,1,0,2,53,2,0,23,1
6128,5041910,0,0,0,67500,1,0,1,0,2,51,10,0,29,1
6129,5041911,0,0,0,67500,1,0,1,0,2,51,10,0,22,1
6130,5041912,0,0,0,67500,1,0,1,0,2,51,10,0,28,1
6131,5041913,0,0,0,67500,1,0,1,0,2,51,10,0,29,1
6132,5041914,0,0,0,67500,1,0,1,0,2,51,10,2,23,1
6133,5041915,0,0,0,67500,1,0,1,0,2,51,10,0,24,1
6134,5041916,0,0,0,67500,1,0,1,0,2,51,10,0,11,1
6135,5041917,0,0,0,99000,1,0,0,0,2,28,2,0,3,1
6136,5041918,0,0,0,99000,1,0,0,0,2,28,2,0,3,1
6137,5041925,1,0,0,157500,1,1,1,0,2,34,1,0,11,1
6138,5041926,1,0,0,157500,1,1,1,0,2,34,1,0,34,1
6139,5041927,1,0,0,157500,1,1,1,0,2,34,1,0,33,1
6140,5041928,1,0,0,157500,1,1,1,0,2,34,1,0,34,1
6141,5041929,1,0,0,157500,1,1,1,0,2,34,1,0,2,1
6142,5041930,0,0,0,121500,1,0,1,0,2,29,2,0,35,1
6143,5041931,0,0,0,121500,1,0,1,0,2,29,2,0,20,1
6144,5041932,0,0,0,121500,1,0,1,0,2,29,2,0,35,1
6145,5041933,0,0,0,121500,1,0,1,0,2,29,2,0,20,1
6146,5041934,0,0,0,121500,1,0,1,0,2,29,2,0,27,1
6147,5041935,0,0,0,121500,1,0,1,0,2,29,2,0,20,1
6148,5041936,0,0,0,121500,1,0,1,0,2,29,2,0,27,1
6149,5041938,0,0,0,121500,1,0,1,0,2,29,2,0,15,1
6150,5041940,0,0,0,121500,1,0,1,0,2,29,2,0,20,1
6151,5041941,0,0,0,121500,1,0,1,0,2,29,2,0,16,1
6152,5041949,0,0,1,157500,1,1,0,0,3,32,5,0,54,1
6153,5041950,0,0,1,157500,1,1,0,0,3,32,5,0,46,1
6154,5041959,1,0,0,112500,1,1,1,0,2,37,5,0,42,1
6155,5041960,1,0,0,112500,1,1,1,0,2,37,5,0,9,1
6156,5041961,1,0,0,112500,1,1,1,0,2,37,5,0,2,1
6157,5041962,0,0,0,157500,1,1,1,0,2,31,4,0,50,1
6158,5041963,0,0,0,157500,1,1,1,0,2,31,4,0,6,1
6159,5041964,0,0,0,157500,1,1,1,0,2,31,4,0,4,1
6160,5041967,0,0,0,211500,1,1,1,0,2,41,13,0,55,1
6161,5041968,0,0,0,211500,1,1,1,0,2,41,13,0,38,1
6162,5041969,0,0,0,211500,1,1,1,0,2,41,13,0,24,1
6163,5041971,0,0,0,211500,1,1,1,0,2,41,13,0,31,1
6164,5041972,0,0,0,211500,1,1,1,0,2,41,13,0,51,1
6165,5041973,0,0,0,211500,1,1,1,0,2,41,13,0,49,1
6166,5041979,0,0,0,211500,1,1,1,0,2,41,13,0,61,1
6167,5041980,0,0,0,211500,1,1,1,0,2,41,13,0,56,1
6168,5041981,0,0,0,211500,1,1,1,0,2,41,13,0,56,1
6169,5041982,0,0,0,211500,1,1,1,0,2,41,13,0,24,1
6170,5041983,0,0,0,211500,1,1,1,0,2,41,13,0,12,1
6171,5041984,0,0,1,81000,1,0,1,0,3,29,10,0,12,1
6172,5041985,0,0,0,247500,1,1,1,0,2,45,14,0,12,1
6173,5041986,0,0,0,247500,1,1,1,0,2,45,14,0,3,1
6174,5041988,0,0,0,247500,1,1,1,0,2,45,14,0,12,1
6175,5041989,0,0,0,247500,1,1,1,0,2,45,14,0,55,1
6176,5041990,0,0,0,247500,1,1,1,0,2,45,14,0,12,1
6177,5041991,0,0,0,247500,1,1,1,0,2,45,14,0,11,1
6178,5042010,0,0,0,157500,1,1,0,0,2,34,3,1,11,1
6179,5042011,0,0,0,157500,1,1,0,0,2,34,3,1,11,1
6180,5042012,0,0,0,157500,1,1,0,0,2,34,3,0,25,1
6181,5042013,0,0,0,157500,1,1,0,0,2,34,3,1,11,1
6182,5042014,0,0,0,157500,1,1,0,0,2,34,3,1,11,1
6183,5042016,1,0,0,180000,1,0,1,0,2,29,1,2,12,1
6184,5042017,1,0,0,180000,1,0,1,0,2,29,1,0,16,1
6185,5042018,1,0,0,180000,1,0,1,0,2,29,1,2,12,1
6186,5042019,1,0,0,180000,1,0,1,0,2,29,1,0,16,1
6187,5042020,1,0,0,180000,1,0,1,0,2,29,1,1,14,1
6188,5042021,1,0,0,180000,1,0,1,0,2,29,1,0,14,1
6189,5042022,0,0,0,202500,1,0,0,0,1,59,1,0,23,1
6190,5042024,0,0,0,202500,1,0,0,0,1,59,1,0,51,1
6191,5042025,0,0,0,202500,1,0,0,0,1,59,1,0,10,1
6192,5042026,0,0,0,202500,1,0,0,0,1,59,1,0,10,1
6193,5042027,0,0,0,90000,1,1,0,0,2,32,5,0,13,1
6194,5042028,0,0,0,90000,1,1,0,0,2,32,5,0,36,1
6195,5042029,0,0,0,90000,1,1,0,0,2,32,5,0,13,1
6196,5042030,0,0,0,90000,1,1,0,0,2,32,5,0,13,1
6197,5042031,0,0,0,90000,1,1,0,0,2,32,5,0,12,1
6198,5042032,0,0,0,90000,1,1,0,0,2,32,5,0,4,1
6199,5042034,0,0,0,202500,1,1,0,0,2,36,7,1,20,1
6200,5042035,0,0,0,202500,1,1,0,0,2,36,7,1,20,1
6201,5042036,0,0,0,202500,1,1,0,0,2,36,7,0,7,1
6202,5042037,0,0,0,202500,1,1,0,0,2,36,7,0,6,1
6203,5042038,0,0,0,202500,1,1,0,0,2,36,7,0,6,1
6204,5042039,0,0,0,202500,1,1,0,0,2,36,7,1,20,1
6205,5042040,0,0,0,202500,1,1,0,0,2,36,7,1,19,1
6206,5042047,1,0,0,157500,1,1,0,0,1,53,2,1,41,1
6207,5042048,0,0,0,157500,1,1,1,0,1,46,6,0,15,1
6208,5042049,0,0,0,157500,1,1,1,0,1,46,6,0,15,1
6209,5042050,0,0,0,157500,1,1,1,0,1,46,6,0,15,1
6210,5042051,0,0,0,157500,1,1,1,0,1,46,6,0,15,1
6211,5042052,0,0,0,157500,1,1,1,0,1,46,6,0,14,1
6212,5042078,1,0,0,315000,1,0,1,0,2,54,5,0,25,1
6213,5042079,1,0,0,315000,1,0,1,0,2,54,5,0,19,1
6214,5042080,1,0,0,315000,1,0,1,0,2,54,5,0,17,1
6215,5042081,1,0,0,315000,1,0,1,0,2,54,5,0,17,1
6216,5042082,1,0,0,315000,1,0,1,0,2,54,5,0,16,1
6217,5042083,1,0,0,315000,1,0,1,0,2,54,5,0,19,1
6218,5042084,1,0,0,315000,1,0,1,0,2,54,5,0,19,1
6219,5042085,1,0,0,315000,1,0,1,0,2,54,5,0,17,1
6220,5042087,1,0,0,315000,1,0,1,0,2,54,5,0,29,1
6221,5042088,1,0,0,315000,1,0,1,0,2,54,5,0,28,1
6222,5042089,1,0,0,315000,1,0,1,0,2,54,5,0,4,1
6223,5042090,1,0,0,315000,1,0,1,0,2,54,5,0,4,1
6224,5042091,1,0,0,315000,1,0,1,0,2,54,5,0,36,1
6225,5042092,1,0,0,315000,1,0,1,0,2,54,5,0,15,1
6226,5042093,1,0,0,315000,1,0,1,0,2,54,5,0,15,1
6227,5042094,1,0,0,315000,1,0,1,0,2,54,5,0,15,1
6228,5042105,0,0,0,144000,1,1,1,0,2,46,28,0,54,1
6229,5042106,0,0,0,144000,1,1,1,0,2,46,28,0,9,1
6230,5042107,0,0,0,144000,1,1,1,0,2,46,28,0,38,1
6231,5042108,0,0,0,144000,1,1,1,0,2,46,28,0,55,1
6232,5042112,0,0,0,144000,1,1,1,0,2,46,28,0,3,1
6233,5042113,0,0,0,144000,1,1,1,0,2,46,28,0,8,1
6234,5042114,0,0,0,144000,1,1,1,0,2,46,28,0,17,1
6235,5042115,0,0,0,144000,1,1,1,0,2,46,28,0,18,1
6236,5042116,0,0,0,144000,1,1,1,0,2,46,28,0,38,1
6237,5042117,0,0,0,144000,1,1,1,0,2,46,28,0,44,1
6238,5042129,0,0,0,247500,1,1,1,0,2,39,21,0,15,1
6239,5042130,0,0,0,247500,1,1,1,0,2,39,21,0,5,1
6240,5042131,0,0,0,247500,1,1,1,0,2,39,21,0,9,1
6241,5042135,0,0,0,247500,1,1,1,0,2,39,21,0,9,1
6242,5042136,0,0,0,247500,1,1,1,0,2,39,21,0,48,1
6243,5042137,0,0,0,247500,1,1,1,0,2,39,21,0,20,1
6244,5042138,0,0,0,247500,1,1,1,0,2,39,21,0,29,1
6245,5042139,0,0,0,247500,1,1,1,0,2,39,21,0,9,1
6246,5042140,0,0,0,247500,1,1,1,0,2,39,21,0,8,1
6247,5042141,0,0,0,247500,1,1,1,0,2,39,21,0,29,1
6248,5042142,0,0,0,247500,1,1,1,0,2,39,21,0,6,1
6249,5042143,0,0,0,247500,1,1,1,0,2,39,21,0,6,1
6250,5042144,0,0,0,247500,1,1,1,0,2,39,21,1,5,1
6251,5042145,1,0,2,90000,1,1,0,0,4,29,7,1,10,1
6252,5042146,1,0,2,90000,1,1,0,0,4,29,7,1,28,1
6253,5042147,1,0,2,90000,1,1,0,0,4,29,7,1,7,1
6254,5042149,1,0,0,360000,1,1,0,0,2,45,1,0,18,1
6255,5042150,0,0,2,81000,1,0,0,0,4,31,4,4,7,1
6256,5042153,0,0,0,180000,1,1,1,0,2,54,5,0,25,1
6257,5042154,0,0,0,180000,1,1,1,0,2,54,5,0,31,1
6258,5042156,0,0,0,180000,1,1,1,0,2,54,5,0,39,1
6259,5042184,0,0,0,135000,1,1,1,0,2,35,4,0,12,1
6260,5042185,0,0,0,135000,1,1,1,0,2,35,4,0,5,1
6261,5042186,0,0,0,135000,1,1,1,0,2,35,4,0,3,1
6262,5042187,0,0,0,135000,1,1,1,0,2,35,4,0,5,1
6263,5042207,0,0,0,225000,1,1,1,0,2,29,2,0,36,1
6264,5042208,0,0,0,225000,1,1,1,0,2,29,2,0,51,1
6265,5042209,0,0,0,225000,1,1,1,0,2,29,2,0,37,1
6266,5042210,0,0,0,225000,1,1,1,0,2,29,2,0,51,1
6267,5042211,0,0,0,225000,1,1,1,0,2,29,2,0,18,1
6268,5042212,0,0,0,225000,1,1,1,0,2,29,2,0,13,1
6269,5042213,0,0,0,225000,1,1,1,0,2,29,2,0,3,1
6270,5042214,0,0,0,225000,1,1,1,0,2,29,2,0,42,1
6271,5042215,0,0,0,225000,1,1,1,0,2,29,2,0,13,1
6272,5042216,0,0,0,225000,1,1,1,0,2,29,2,0,19,1
6273,5042217,0,0,0,225000,1,1,1,0,2,29,2,0,11,1
6274,5042218,0,1,0,157500,1,0,0,0,1,52,2,0,1,1
6275,5042219,1,0,0,315000,1,0,0,0,1,33,4,0,44,1
6276,5042220,1,0,0,315000,1,0,0,0,1,33,4,0,38,1
6277,5042221,0,0,0,162000,1,1,0,0,2,47,5,0,5,1
6278,5042222,0,0,0,162000,1,1,0,0,2,47,5,0,5,1
6279,5042223,0,0,0,162000,1,1,0,0,2,47,5,0,5,1
6280,5042224,0,0,0,162000,1,1,0,0,2,47,5,0,11,1
6281,5042225,0,0,0,162000,1,1,0,0,2,47,5,0,5,1
6282,5042226,0,0,0,162000,1,1,0,0,2,47,5,0,4,1
6283,5042227,0,0,0,162000,1,1,0,0,2,47,5,0,4,1
6284,5042232,0,1,0,112500,1,1,0,0,1,36,18,0,12,1
6285,5042233,0,1,0,112500,1,1,0,0,1,36,18,0,39,1
6286,5042234,0,1,0,112500,1,1,0,0,1,36,18,0,11,1
6287,5042235,0,1,0,112500,1,1,0,0,1,36,18,0,23,1
6288,5042236,0,1,0,90000,1,1,1,0,2,42,5,0,35,1
6289,5042237,0,1,0,90000,1,1,1,0,2,42,5,0,9,1
6290,5042238,0,1,0,90000,1,1,1,0,2,42,5,0,37,1
6291,5042239,0,1,0,90000,1,1,1,0,2,42,5,1,41,1
6292,5042240,0,1,0,90000,1,1,1,0,2,42,5,0,8,1
6293,5042241,0,1,0,90000,1,1,1,0,2,42,5,2,7,1
6294,5042242,0,1,0,90000,1,1,1,0,2,42,5,0,40,1
6295,5042243,0,1,0,90000,1,1,1,0,2,42,5,4,31,1
6296,5042244,0,1,0,90000,1,1,1,0,2,42,5,0,25,1
6297,5042245,0,1,0,90000,1,1,1,0,2,42,5,0,11,1
6298,5042246,0,1,0,90000,1,1,1,0,2,42,5,0,8,1
6299,5042247,0,1,0,270000,1,0,0,0,2,45,2,0,11,1
6300,5042248,0,1,0,270000,1,0,0,0,2,45,2,0,5,1
6301,5042249,0,1,0,270000,1,0,0,0,2,45,2,0,18,1
6302,5042250,0,1,0,270000,1,0,0,0,2,45,2,0,19,1
6303,5042251,0,1,0,270000,1,0,0,0,2,45,2,0,11,1
6304,5042252,0,1,0,270000,1,0,0,0,2,45,2,0,4,1
6305,5042253,0,1,0,270000,1,0,0,0,2,45,2,0,20,1
6306,5042254,0,1,0,270000,1,0,0,0,2,45,2,0,16,1
6307,5042255,0,1,0,270000,1,0,0,0,2,45,2,0,15,1
6308,5042256,0,1,0,270000,1,0,0,0,2,45,2,0,5,1
6309,5042257,0,1,0,270000,1,0,0,0,2,45,2,0,3,1
6310,5042258,0,1,0,247500,1,0,0,0,2,27,2,0,2,1
6311,5042261,1,1,1,360000,1,0,0,0,3,47,6,0,8,1
6312,5042262,1,1,1,360000,1,0,0,0,3,47,6,0,42,1
6313,5042263,1,1,1,360000,1,0,0,0,3,47,6,0,8,1
6314,5042266,1,1,1,360000,1,0,0,0,3,47,6,0,7,1
6315,5042268,0,1,0,270000,1,0,0,0,2,36,7,5,27,1
6316,5042269,0,1,0,270000,1,0,0,0,2,36,7,5,34,1
6317,5042270,1,1,0,112500,1,0,0,0,2,25,3,0,10,1
6318,5042277,0,0,1,90000,1,0,0,0,3,32,6,0,7,1
6319,5042278,0,0,1,90000,1,0,0,0,3,32,6,0,25,1
6320,5042279,0,0,1,90000,1,0,0,0,3,32,6,0,14,1
6321,5042282,0,1,0,202500,1,0,0,0,2,31,2,0,6,1
6322,5042284,1,1,0,135000,1,0,1,0,2,45,1,0,9,1
6323,5042285,0,1,0,157500,1,0,0,0,1,30,4,0,4,1
